registrant_name,times_lobbied,avg_amount,total_amout,start_year,end_year,unique_years,policy_issue
O'DONOGHUE & O'DONOGHUE LLP,1,0,0,2016,2016,1,nuclear_energy
"OAK RIDGE ASSOCIATED UNIVERSITIES, INC.",7,30000,210000,2019,2020,2,nuclear_energy
"OBADAL, FILLER, MACLEOD & KLEIN, P.L.C.",2,0,0,2011,2011,1,nuclear_energy
OGILVY GOVERNMENT RELATIONS,12,0,0,2019,2021,3,nuclear_energy
"OMER F. BROWN, II LAW OFFICE",47,0,0,2010,2020,11,nuclear_energy
ORANO USA LLC (FORMERLY KNOWN AS AREVA NUCLEAR MATERIALS LLC),23,82608.69565217392,1900000,2017,2021,5,nuclear_energy
OREGON STATE UNIVERSITY,12,46250,555000,2010,2020,6,nuclear_energy
OWEN EVANS INGOLS,95,0,0,2011,2021,11,nuclear_energy
PACIFIC GAS AND ELECTRIC COMPANY,7,801428.5714285715,5610000,2011,2017,4,nuclear_energy
"PADRAIC RILEY COMMUNICATIONS, LLC",7,0,0,2011,2012,2,nuclear_energy
"PARAMOUNT STRATEGIES, LLC",2,0,0,2012,2012,1,nuclear_energy
"PEPCO HOLDINGS, INC.",9,293333.3333333333,2640000,2013,2014,2,nuclear_energy
PETER HARTER,1,0,0,2010,2010,1,nuclear_energy
PILLSBURY WINTHROP SHAW PITTMAN LLP,13,0,0,2013,2016,4,nuclear_energy
PINNACLE WEST CAPITAL CORPORATION,24,181666.66666666666,4360000,2011,2021,9,nuclear_energy
"PORTER GROUP, LLC",1,0,0,2019,2019,1,nuclear_energy
PORTLAND GENERAL ELECTRIC,6,71666.66666666667,430000,2014,2021,4,nuclear_energy
PPL CORPORATION,10,240000,2400000,2011,2021,4,nuclear_energy
PRIME POLICY GROUP,9,0,0,2012,2020,5,nuclear_energy
PRINCETON UNIVERSITY,6,105000,630000,2016,2020,4,nuclear_energy
"PROGRESS ENERGY, INC.",1,60000,60000,2013,2013,1,nuclear_energy
PUBLIC SERVICE ENTERPRISE GROUP,22,586363.6363636364,12900000,2011,2021,9,nuclear_energy
"PUBLIC STRATEGIES WASHINGTON, INC.",1,0,0,2017,2017,1,nuclear_energy
PUGET SOUND ENERGY,5,208000,1040000,2013,2019,2,nuclear_energy
QGA PUBLIC AFFAIRS (FORMERLY QUINN GILLESPIE & ASSOCIATES),4,0,0,2010,2011,2,nuclear_energy
QUADRANT ASSOCIATES GROUP LLC,1,0,0,2012,2012,1,nuclear_energy
QUANTICO NORTH NFP LIMITED,3,240833.33333333334,722500,2010,2011,2,nuclear_energy
RAFFANIELLO & ASSOCIATES,11,0,0,2010,2021,4,nuclear_energy
"RECURRENT ENERGY, LLC",2,110000,220000,2018,2018,1,nuclear_energy
RICCHETTI INCORPORATED,9,0,0,2010,2012,3,nuclear_energy
RIDGE POLICY GROUP,2,0,0,2021,2021,1,nuclear_energy
ROCKWELL AUTOMATION,1,0,0,2015,2015,1,nuclear_energy
ROLLS-ROYCE NORTH AMERICA AND ITS AFFILIATES,1,220000,220000,2017,2017,1,nuclear_energy
RYAN COSTELLO STRATEGIES,6,0,0,2020,2021,2,nuclear_energy
"RYAN MACKINNON VASAPOLI AND BERZOK, LLP",4,0,0,2010,2010,1,nuclear_energy
SALT RIVER PROJECT,9,214444.44444444444,1930000,2016,2018,3,nuclear_energy
SAYLE CONSULTING LLC,5,0,0,2019,2020,2,nuclear_energy
SC PARTNERS LLC,6,0,0,2020,2021,2,nuclear_energy
SCANA CORPORATION,38,172368.42105263157,6550000,2010,2018,8,nuclear_energy
SCHMITZ GLOBAL PARTNERS LLP,2,0,0,2010,2010,1,nuclear_energy
"SCHOTT NORTH AMERICA, INC.",1,68000,68000,2014,2014,1,nuclear_energy
SELLERY ASSOCIATES,4,0,0,2013,2014,2,nuclear_energy
SHEET METAL & AIR CONDITIONING CONTRACTORS NAT'L ASSN,5,0,0,2017,2017,1,nuclear_energy
"SIEMENS ENERGY, INC",4,177500,710000,2020,2021,2,nuclear_energy
"SIGNAL GROUP CONSULTING, LLC",36,0,0,2010,2015,6,nuclear_energy
SMITHS GROUP SERVICES CORPORATION,3,246666.66666666666,740000,2021,2021,1,nuclear_energy
SONNY CALLAHAN AND ASSOCIATES,2,0,0,2011,2011,1,nuclear_energy
SOUTHERN COMPANY,52,3143076.923076923,163440000,2011,2021,10,nuclear_energy
SOUTHWEST STRATEGIES,6,0,0,2021,2021,1,nuclear_energy
SQUIRE PATTON BOGGS,2,0,0,2018,2018,1,nuclear_energy
"STEPHEN WARD CONSULTING, LLC",1,0,0,2021,2021,1,nuclear_energy
STRATEGIC MARKETING INNOVATIONS,65,0,0,2010,2021,12,nuclear_energy
STUNTZ STRATEGIES LLC,1,0,0,2015,2015,1,nuclear_energy
"TCH GROUP, LLC",7,0,0,2010,2018,3,nuclear_energy
"TENNESSEE VALLEY PUBLIC POWER ASSOCIATION, INC. (TVPPA)",5,38000,190000,2015,2016,2,nuclear_energy
THE ADVOCACY GROUP,12,0,0,2016,2018,3,nuclear_energy
THE AMERICAN COUNCIL OF ENGINEERING COMPANIES,9,776114.7888888889,6985033.1,2019,2020,2,nuclear_energy
THE CONNOLLY GROUP,8,0,0,2019,2020,2,nuclear_energy
"THE DOW CHEMICAL COMPANY, DBA DOW",8,1972500,15780000,2011,2012,2,nuclear_energy
THE DUBERSTEIN GROUP INC.,1,0,0,2021,2021,1,nuclear_energy
"THE FERGUSON GROUP, LLC",6,0,0,2010,2012,3,nuclear_energy
THE FGA GROUP LLC,1,0,0,2014,2014,1,nuclear_energy
"THE ICKES AND ENRIGHT GROUP, INC.",2,0,0,2017,2017,1,nuclear_energy
THE INGRAM GROUP LLC,34,0,0,2011,2020,9,nuclear_energy
THE JONES FIRM,3,0,0,2021,2021,1,nuclear_energy
THE NATIONAL RIGHT TO WORK COMMITTEE,7,131428.57142857142,920000,2019,2020,2,nuclear_energy
THE NATURE CONSERVANCY,1,420000,420000,2020,2020,1,nuclear_energy
THE NETWORK COMPANIES LLC,1,0,0,2019,2019,1,nuclear_energy
"THE NICKLES GROUP, LLC",18,0,0,2010,2017,6,nuclear_energy
"THE OB-C GROUP, LLC",27,0,0,2010,2017,8,nuclear_energy
THE PENNSYLVANIA STATE UNIVERSITY,9,117777.77777777778,1060000,2016,2020,3,nuclear_energy
"THE PETRIZZO GROUP, INC.",15,0,0,2013,2018,5,nuclear_energy
"THE SIMMONS & RUSSELL GROUP, LLC",19,0,0,2016,2021,6,nuclear_energy
THE TEXAS A&M UNIVERSITY SYSTEM,1,400000,400000,2012,2012,1,nuclear_energy
THE TRUSTEES OF PURDUE UNIVERSITY,3,83333.33333333333,250000,2013,2018,2,nuclear_energy
THE UNIVERSITY OF TENNESSEE,23,28695.652173913044,660000,2016,2021,6,nuclear_energy
THE UNIVERSITY OF TEXAS SYSTEM,3,203333.33333333334,610000,2010,2010,1,nuclear_energy
THE VOGEL GROUP,1,0,0,2021,2021,1,nuclear_energy
"THINK POLICY CONSULTING, LLC",11,0,0,2013,2018,4,nuclear_energy
THORN RUN PARTNERS,21,0,0,2014,2019,6,nuclear_energy
TIBER CREEK GROUP,15,0,0,2016,2018,3,nuclear_energy
"TIM YEHL, LLC",3,0,0,2021,2021,1,nuclear_energy
"TROUTMAN PEPPER STRATEGIES, LLC (FKA TROUTMAN SANDERS PUBLIC AFFAIRS GROUP, LLC)",28,0,0,2011,2017,7,nuclear_energy
UNITED ASSN OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPEFITTING INDUSTRY,8,146250,1170000,2011,2021,5,nuclear_energy
UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA,9,142222.22222222222,1280000,2017,2021,4,nuclear_energy
"UNITED STEEL, PAPER & FORESTRY, RUBBER, MANUFACTURING, ENERGY",1,180000,180000,2013,2013,1,nuclear_energy
UNIVERSITY OF CALIFORNIA,2,440000,880000,2016,2016,1,nuclear_energy
UNIVERSITY OF ILLINOIS,1,90000,90000,2020,2020,1,nuclear_energy
UNIVERSITY OF NEW MEXICO,1,0,0,2015,2015,1,nuclear_energy
UNIVERSITY OF PITTSBURGH,40,132000,5280000,2010,2021,10,nuclear_energy
UNIVERSITY OF WISCONSIN-MADISON,4,99500,398000,2015,2017,3,nuclear_energy
"VAN HEUVELEN STRATEGIES, LLC",19,0,0,2017,2021,5,nuclear_energy
VAN SCOYOC ASSOCIATES,4,0,0,2016,2016,1,nuclear_energy
VISTRA CORPORATE SERVICES COMPANY (FKA VISTRA CORP.),3,136867.33333333334,410602,2017,2017,1,nuclear_energy
VULCAN INC.,1,180000,180000,2017,2017,1,nuclear_energy
WASHINGTON POLICY & ANALYSIS,4,0,0,2013,2015,2,nuclear_energy
WASHINGTON STATE UNIVERSITY,1,91250,91250,2013,2013,1,nuclear_energy
WESTINGHOUSE ELECTRIC COMPANY,44,192340.9090909091,8463000,2009,2021,13,nuclear_energy
"WEXLER | WALKER, A UNIT OF HILL+KNOWLTON STRATEGIES, LLC",36,0,0,2010,2018,9,nuclear_energy
WILEY REIN LLP,1,0,0,2010,2010,1,nuclear_energy
"WILLIAMS AND JENSEN, PLLC",15,0,0,2010,2014,5,nuclear_energy
"WISE CAPITAL STRATEGY, LLC",7,0,0,2019,2020,2,nuclear_energy
"XCEL ENERGY, INC",47,455531.91489361704,21410000,2010,2021,12,nuclear_energy
YOUR AMERICAN FAMILY,1,0,0,2017,2017,1,nuclear_energy
350.ORG,1,0,0,2013,2013,1,fossil_fuels
"AEROJET ROCKETDYNE, INC",2,300000,600000,2014,2014,1,fossil_fuels
AIR LIQUIDE USA LLC,1,170000,170000,2018,2018,1,fossil_fuels
"AIR TRANSPORT ASSOCIATION OF AMERICA, INC. (D/B/A AIRLINES FOR AMERICA)",2,1125000,2250000,2010,2010,1,fossil_fuels
ALASKA WILDERNESS LEAGUE ACTION,4,37500,150000,2019,2021,2,fossil_fuels
ALLEGHENY CONFERENCE ON COMMUNITY DEVELOPMENT,3,6666.666666666667,20000,2013,2014,2,fossil_fuels
"ALLETE, INC",2,50000,100000,2016,2016,1,fossil_fuels
ALTERNATIVE FUELS & CHEMICALS COALITION,2,0,0,2020,2020,1,fossil_fuels
AMEREN SERVICES,1,300000,300000,2019,2019,1,fossil_fuels
"AMERICAN CABLE ASSOCIATION, INC. DBA ACACONNECTS",6,160000,960000,2017,2018,2,fossil_fuels
AMERICAN CAPITOL GROUP,52,0,0,2010,2021,12,fossil_fuels
AMERICAN CHEMICAL SOCIETY (ACS),7,57142.857142857145,400000,2019,2020,2,fossil_fuels
"AMERICAN ELECTRIC POWER COMPANY, INC. AND AFFILIATED CORPORATIONS",2,2281114,4562228,2019,2019,1,fossil_fuels
"AMERICAN FED OF GOVERNMENT EMPLOYEES, AFL-CIO",16,506692.6875,8107083,2018,2020,3,fossil_fuels
AMERICAN FEDERATION OF TEACHERS,1,450000,450000,2021,2021,1,fossil_fuels
AMERICAN GAS ASSOCIATION,8,397500,3180000,2015,2019,2,fossil_fuels
ANDREW ROBART,1,0,0,2010,2010,1,fossil_fuels
"APTIV, PLC",1,135586,135586,2014,2014,1,fossil_fuels
ARCELORMITTAL NORTH AMERICA HOLDINGS LLC AND ITS US SUBSIDIARIES,2,335000,670000,2020,2020,1,fossil_fuels
"ARCH RESOURCES, INC. (FORMERLY ARCH COAL, INC.)",14,118571.42857142857,1660000,2018,2021,4,fossil_fuels
"ASSOCIATED BUILDERS AND CONTRACTORS, INC.",1,560256,560256,2014,2014,1,fossil_fuels
BABCOCK & WILCOX ENTERPRISES INC.,3,43333.333333333336,130000,2015,2016,2,fossil_fuels
BATTELLE MEMORIAL INSTITUTE,13,236153.84615384616,3070000,2010,2021,5,fossil_fuels
BAYER CORPORATION (CONSOLIDATED REPORT),7,1501428.5714285714,10510000,2013,2014,2,fossil_fuels
BERKSHIRE HATHAWAY ENERGY (FORMERLY MIDAMERICAN ENERGY HOLDINGS COMPANY),17,376470.5882352941,6400000,2013,2017,4,fossil_fuels
BIPARTISAN POLICY CENTER ACTION,15,415333.3333333333,6230000,2018,2020,3,fossil_fuels
BLUE GREEN ALLIANCE,2,10000,20000,2019,2019,1,fossil_fuels
"BREAKTHROUGH ENERGY, LLC",1,230000,230000,2021,2021,1,fossil_fuels
BUSINESS COUNCIL FOR SUSTAINABLE ENERGY,17,35384.02705882353,601528.46,2017,2020,4,fossil_fuels
CAPITOL SOLUTIONS,2,0,0,2010,2011,2,fossil_fuels
CAPITOL STRATEGIES PARTNERS LLC,2,0,0,2014,2014,1,fossil_fuels
CARNEGIE MELLON UNIVERSITY,11,91363.63636363637,1005000,2011,2015,4,fossil_fuels
CASCADE ASSOCIATES,13,0,0,2018,2021,4,fossil_fuels
"CASSIDY & ASSOCIATES, INC.",9,0,0,2013,2020,3,fossil_fuels
CENTER FOR BIOLOGICAL DIVERSITY,1,0,0,2021,2021,1,fossil_fuels
CENTERPOINT ENERGY,9,165555.55555555556,1490000,2013,2020,4,fossil_fuels
"CENTERPOINT ENERGY, INC.",4,485250,1941000,2013,2014,2,fossil_fuels
CHAMBER OF COMMERCE OF THE U.S.A.,8,17440000,139520000,2019,2020,2,fossil_fuels
CHARLES ESTES,1,0,0,2011,2011,1,fossil_fuels
"CITIZENS FOR RESPONSIBLE ENERGY SOLUTIONS, INC.",4,332500,1330000,2019,2020,2,fossil_fuels
CITIZENS' CLIMATE LOBBY,11,6363.636363636364,70000,2015,2021,4,fossil_fuels
CMS ENERGY CORP,16,298812.5,4781000,2013,2018,6,fossil_fuels
"COLIBRI ENTERPRISES, LLC",2,0,0,2020,2020,1,fossil_fuels
CONOCOPHILLIPS,1,620000,620000,2021,2021,1,fossil_fuels
"CONSOL ENERGY, INC",2,640000,1280000,2013,2013,1,fossil_fuels
CUNEO GILBERT & LADUCA,7,0,0,2021,2021,1,fossil_fuels
DEBORAH HOHLT,4,0,0,2020,2020,1,fossil_fuels
"DECKER GARMAN SULLIVAN AND ASSOCIATES, LLC",1,0,0,2015,2015,1,fossil_fuels
"DELTA AIR LINES, INC.",1,561093,561093,2010,2010,1,fossil_fuels
DENNY MILLER ASSOCIATES,10,0,0,2010,2013,4,fossil_fuels
"DOMER CONSULTING, LLC",1,0,0,2019,2019,1,fossil_fuels
"DOMINION ENERGY, INC.",2,255000,510000,2014,2014,1,fossil_fuels
DTE ENERGY,2,270000,540000,2012,2012,1,fossil_fuels
DUKE ENERGY CORPORATION,12,1432987,17195844,2013,2019,4,fossil_fuels
EARTHJUSTICE,2,141184.88999999998,282369.77999999997,2012,2012,1,fossil_fuels
EDISON ELECTRIC INSTITUTE,13,2340000,30420000,2012,2017,5,fossil_fuels
EDISON INTERNATIONAL,2,444500,889000,2011,2012,2,fossil_fuels
"ENS RESOURCES, INC.",2,0,0,2013,2013,1,fossil_fuels
"ENTERGY SERVICES, LLC",9,572222.2222222222,5150000,2013,2019,4,fossil_fuels
"ENVIRONMENT AMERICA, INC.",1,20000,20000,2020,2020,1,fossil_fuels
"EXELON BUSINESS SERVICES, LLC",5,1191000,5955000,2014,2014,1,fossil_fuels
FARMERS EDUCATIONAL COOPERATIVE UNION OF AMERICA,7,22857.14285714286,160000,2015,2016,2,fossil_fuels
FIRSTENERGY CORP,13,575284.6153846154,7478700,2012,2017,4,fossil_fuels
FOOD & WATER WATCH,8,0,0,2017,2021,5,fossil_fuels
FRIENDS OF THE EARTH,4,13440.835,53763.34,2013,2015,2,fossil_fuels
FTI GOVERNMENT AFFAIRS,4,0,0,2016,2017,2,fossil_fuels
FUEL CELL AND HYDROGEN ENERGY ASSOCIATION,7,12857.142857142857,90000,2011,2021,3,fossil_fuels
GAS TECHNOLOGY INSTITUTE,8,57500,460000,2015,2016,2,fossil_fuels
GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES),8,6148750,49190000,2010,2012,3,fossil_fuels
GREATER PITTSBURGH CHAMBER OF COMMERCE,6,18333.333333333332,110000,2012,2014,3,fossil_fuels
"GREENBERG TRAURIG, LLP",7,0,0,2015,2016,2,fossil_fuels
"GREENPEACE, INC.",1,14543.99,14543.99,2011,2011,1,fossil_fuels
GREYSTONE GROUP LLC,16,0,0,2010,2017,5,fossil_fuels
HBW RESOURCES,8,0,0,2015,2016,2,fossil_fuels
"HOBART HALLAWAY & QUAYLE VENTURES, LLC",6,0,0,2015,2016,2,fossil_fuels
INDEPENDENT PETROLEUM ASSOCIATION OF AMERICA,10,341951.5,3419515,2011,2012,2,fossil_fuels
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,1,113670,113670,2021,2021,1,fossil_fuels
INTERNATIONAL UNION OF OPERATING ENGINEERS,3,130000,390000,2019,2020,2,fossil_fuels
"J.P. MORGAN CHASE BANK, N.A.",4,2027500,8110000,2011,2012,2,fossil_fuels
"JBS COMMUNICATIONS, LLC",8,0,0,2012,2016,4,fossil_fuels
"JONES WALKER, LLP",6,0,0,2020,2021,2,fossil_fuels
JORDAN WICKER,4,0,0,2020,2020,1,fossil_fuels
"K&L GATES, LLP",41,0,0,2010,2021,11,fossil_fuels
"KANNER & ASSOCIATES, LLC",40,0,0,2015,2017,3,fossil_fuels
KENNETH FORSBERG,5,0,0,2015,2015,1,fossil_fuels
LEAGUE OF CONSERVATION VOTERS,9,40000,360000,2011,2021,3,fossil_fuels
"LEIDOS, INC.",8,493750,3950000,2020,2021,2,fossil_fuels
"LEWIS-BURKE ASSOCIATES, LLC",16,0,0,2011,2020,5,fossil_fuels
"LINDE NORTH AMERICA, INC.",1,60000,60000,2013,2013,1,fossil_fuels
"LTD GROUP, LLC",19,0,0,2013,2014,2,fossil_fuels
LYONDELL CHEMICAL COMPANY,1,290000,290000,2010,2010,1,fossil_fuels
"MARCUS G. FAUST, PC",8,0,0,2013,2014,2,fossil_fuels
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,4,37410.5,149642,2018,2021,2,fossil_fuels
"MEHLMAN CASTAGNETTI ROSEN & THOMAS, INC.",1,0,0,2010,2010,1,fossil_fuels
MWW GROUP,4,0,0,2011,2011,1,fossil_fuels
NATIONAL MINING ASSOCIATION,1,550000,550000,2021,2021,1,fossil_fuels
NATIONAL NURSES UNITED,5,40000,200000,2017,2019,3,fossil_fuels
NATIONAL OCEAN INDUSTRIES ASSOCIATION,3,70000,210000,2020,2020,1,fossil_fuels
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),28,609321.4285714285,17061000,2013,2021,8,fossil_fuels
"NEXTERA ENERGY, INC.",7,1022857.1428571428,7160000,2012,2014,3,fossil_fuels
"NORTH STAR STRATEGIES, LLC",1,0,0,2017,2017,1,fossil_fuels
"NUCLEAR ENERGY INSTITUTE, INC.",2,535000,1070000,2020,2020,1,fossil_fuels
"OAK RIDGE ASSOCIATED UNIVERSITIES, INC.",7,30000,210000,2019,2020,2,fossil_fuels
OHIO MUNICIPAL ELECTRIC ASSOCIATION,10,78165.4,781654,2015,2017,3,fossil_fuels
PALMETTO GROUP,1,0,0,2011,2011,1,fossil_fuels
PEABODY INVESTMENTS CORP.,27,357407.4074074074,9650000,2014,2020,7,fossil_fuels
"PEPCO HOLDINGS, INC.",9,293333.3333333333,2640000,2013,2014,2,fossil_fuels
PINNACLE WEST CAPITAL CORPORATION,7,160000,1120000,2013,2014,2,fossil_fuels
PORTLAND GENERAL ELECTRIC,3,86666.66666666667,260000,2014,2017,3,fossil_fuels
POTLATCHDELTIC CORPORATION,2,55000,110000,2015,2015,1,fossil_fuels
PPL CORPORATION,5,202000,1010000,2013,2017,2,fossil_fuels
PRIME POLICY GROUP,9,0,0,2019,2021,3,fossil_fuels
"PROGRESS ENERGY, INC.",10,316000,3160000,2011,2013,3,fossil_fuels
PUBLIC SERVICE ENTERPRISE GROUP,9,748888.8888888889,6740000,2013,2017,3,fossil_fuels
PUGET SOUND ENERGY,1,215000,215000,2013,2013,1,fossil_fuels
RAYTHEON TECHNOLOGIES CORPORATION AND AFFILIATES,2,3350000,6700000,2010,2011,2,fossil_fuels
ROBERT BOSCH LLC,1,180000,180000,2019,2019,1,fossil_fuels
ROLLS-ROYCE NORTH AMERICA AND ITS AFFILIATES,3,383333.3333333333,1150000,2010,2010,1,fossil_fuels
SC PARTNERS LLC,4,0,0,2020,2020,1,fossil_fuels
SEMPRA ENERGY,2,515000,1030000,2015,2015,1,fossil_fuels
SIEMENS CORPORATION,20,1186513.05,23730261,2011,2016,6,fossil_fuels
SIERRA CLUB,8,126250,1010000,2011,2018,3,fossil_fuels
"SIGNAL GROUP CONSULTING, LLC",50,0,0,2010,2018,9,fossil_fuels
SOUTHERN COMPANY,6,3121666.6666666665,18730000,2013,2014,2,fossil_fuels
SQUIRE PATTON BOGGS,4,0,0,2020,2020,1,fossil_fuels
STRATEGIC MARKETING INNOVATIONS,21,0,0,2016,2021,6,fossil_fuels
TEMPLE-INLAND INC.,4,93750,375000,2010,2011,2,fossil_fuels
"THE LIVINGSTON GROUP, LLC",6,0,0,2020,2021,2,fossil_fuels
THE NATIONAL RIGHT TO WORK COMMITTEE,4,115000,460000,2018,2018,1,fossil_fuels
THE NATURE CONSERVANCY,8,478750,3830000,2019,2019,1,fossil_fuels
THE PENNSYLVANIA STATE UNIVERSITY,46,112391.30434782608,5170000,2011,2021,11,fossil_fuels
"THE SMITH-FREE GROUP, LLC",5,0,0,2020,2021,2,fossil_fuels
TRANSPORTATION COMMUNICATIONS NATIONAL UNION/IAM (FKA TRANSPORTATION COMMUNICATI,9,207000,1863000,2011,2012,2,fossil_fuels
UNITED MINE WORKERS OF AMERICA,30,225091.547,6752746.41,2014,2021,8,fossil_fuels
UNIVERSITY OF ILLINOIS,5,96000,480000,2017,2018,2,fossil_fuels
UNIVERSITY OF KENTUCKY,16,84752.5625,1356041,2010,2021,5,fossil_fuels
UNIVERSITY OF MINNESOTA,1,80000,80000,2019,2019,1,fossil_fuels
UNIVERSITY OF PITTSBURGH,43,130232.55813953489,5600000,2011,2021,11,fossil_fuels
UTILITY WORKERS UNION OF AMERICA,8,33125,265000,2019,2020,2,fossil_fuels
"VAN NESS FELDMAN, LLP",19,0,0,2012,2021,6,fossil_fuels
VAN SCOYOC ASSOCIATES,29,0,0,2013,2020,8,fossil_fuels
"WASHINGTON ALLIANCE GROUP, INC.",2,0,0,2018,2018,1,fossil_fuels
WGL,6,43666.666666666664,262000,2019,2020,2,fossil_fuels
"WORLD WILDLIFE FUND, INC.",2,115000,230000,2018,2018,1,fossil_fuels
"XCEL ENERGY, INC",15,451333.3333333333,6770000,2013,2017,4,fossil_fuels
